indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
25324,53007690,Company,nan,non-specified,null values,replacing all null values with non-specified
25325,46635679,Company,nan,non-specified,null values,replacing all null values with non-specified
25326,46635813,Company,nan,non-specified,null values,replacing all null values with non-specified
25327,68186668,Company,nan,non-specified,null values,replacing all null values with non-specified
25328,69856522,Company,nan,non-specified,null values,replacing all null values with non-specified
25329,71691917,Company,nan,non-specified,null values,replacing all null values with non-specified
25330,46633946,Company,nan,non-specified,null values,replacing all null values with non-specified
25331,52269649,Company,nan,non-specified,null values,replacing all null values with non-specified
25332,49429482,Company,nan,non-specified,null values,replacing all null values with non-specified
25333,46631182,Company,nan,non-specified,null values,replacing all null values with non-specified
25334,52269427,Company,nan,non-specified,null values,replacing all null values with non-specified
25335,46628956,Company,nan,non-specified,null values,replacing all null values with non-specified
25336,71692199,Company,nan,non-specified,null values,replacing all null values with non-specified
25337,46636331,Company,nan,non-specified,null values,replacing all null values with non-specified
25338,70086402,Company,nan,non-specified,null values,replacing all null values with non-specified
25339,71204354,Company,nan,non-specified,null values,replacing all null values with non-specified
25340,51593411,Company,nan,non-specified,null values,replacing all null values with non-specified
25341,46633315,Company,nan,non-specified,null values,replacing all null values with non-specified
25342,49429405,Company,nan,non-specified,null values,replacing all null values with non-specified
25343,58936668,Company,nan,non-specified,null values,replacing all null values with non-specified
25344,69258306,Company,nan,non-specified,null values,replacing all null values with non-specified
25345,46634327,Company,nan,non-specified,null values,replacing all null values with non-specified
25346,51593421,Company,nan,non-specified,null values,replacing all null values with non-specified
25347,62524981,Company,nan,non-specified,null values,replacing all null values with non-specified
25348,71692121,Company,nan,non-specified,null values,replacing all null values with non-specified
25349,46632832,Company,nan,non-specified,null values,replacing all null values with non-specified
25350,66190433,Company,nan,non-specified,null values,replacing all null values with non-specified
25351,46631813,Company,nan,non-specified,null values,replacing all null values with non-specified
25352,51061226,Company,nan,non-specified,null values,replacing all null values with non-specified
25353,71691925,Company,nan,non-specified,null values,replacing all null values with non-specified
25354,46637000,Company,nan,non-specified,null values,replacing all null values with non-specified
25355,60203005,Company,nan,non-specified,null values,replacing all null values with non-specified
25356,46627118,Company,nan,non-specified,null values,replacing all null values with non-specified
25357,46635820,Company,nan,non-specified,null values,replacing all null values with non-specified
25358,71692240,Company,nan,non-specified,null values,replacing all null values with non-specified
25359,69258271,Company,nan,non-specified,null values,replacing all null values with non-specified
25360,46634673,Company,nan,non-specified,null values,replacing all null values with non-specified
25361,69682318,Company,nan,non-specified,null values,replacing all null values with non-specified
25362,52488773,Company,nan,non-specified,null values,replacing all null values with non-specified
25363,46629484,Company,nan,non-specified,null values,replacing all null values with non-specified
25364,64573458,Company,nan,non-specified,null values,replacing all null values with non-specified
25365,58933981,Company,nan,non-specified,null values,replacing all null values with non-specified
25366,46631975,Company,nan,non-specified,null values,replacing all null values with non-specified
25367,46627111,Company,nan,non-specified,null values,replacing all null values with non-specified
25368,46852051,Company,nan,non-specified,null values,replacing all null values with non-specified
25369,66425908,Company,nan,non-specified,null values,replacing all null values with non-specified
25370,46628740,Company,nan,non-specified,null values,replacing all null values with non-specified
25371,47090006,Company,nan,non-specified,null values,replacing all null values with non-specified
25372,53268689,Company,nan,non-specified,null values,replacing all null values with non-specified
25373,48664490,Company,nan,non-specified,null values,replacing all null values with non-specified
25374,69682373,Company,nan,non-specified,null values,replacing all null values with non-specified
25375,68363843,Company,nan,non-specified,null values,replacing all null values with non-specified
25376,46634425,Company,nan,non-specified,null values,replacing all null values with non-specified
25377,71885771,Company,nan,non-specified,null values,replacing all null values with non-specified
25378,66190580,Company,nan,non-specified,null values,replacing all null values with non-specified
25379,66952150,Company,nan,non-specified,null values,replacing all null values with non-specified
25380,55400254,Company,nan,non-specified,null values,replacing all null values with non-specified
25381,46632215,Company,nan,non-specified,null values,replacing all null values with non-specified
25382,70682144,Company,nan,non-specified,null values,replacing all null values with non-specified
25383,53863804,Company,nan,non-specified,null values,replacing all null values with non-specified
25384,66190726,Company,nan,non-specified,null values,replacing all null values with non-specified
25385,46629409,Company,nan,non-specified,null values,replacing all null values with non-specified
25386,46631791,Company,nan,non-specified,null values,replacing all null values with non-specified
25387,66190232,Company,nan,non-specified,null values,replacing all null values with non-specified
25388,66190711,Company,nan,non-specified,null values,replacing all null values with non-specified
25389,67959400,Company,nan,non-specified,null values,replacing all null values with non-specified
25390,49065458,Company,nan,non-specified,null values,replacing all null values with non-specified
25391,64573437,Company,nan,non-specified,null values,replacing all null values with non-specified
25392,66952040,Company,nan,non-specified,null values,replacing all null values with non-specified
25393,48271413,Company,nan,non-specified,null values,replacing all null values with non-specified
25394,46627538,Company,nan,non-specified,null values,replacing all null values with non-specified
25395,46632042,Company,nan,non-specified,null values,replacing all null values with non-specified
25396,66951870,Company,nan,non-specified,null values,replacing all null values with non-specified
25397,66601384,Company,nan,non-specified,null values,replacing all null values with non-specified
25398,61936515,Company,nan,non-specified,null values,replacing all null values with non-specified
25399,46636022,Company,nan,non-specified,null values,replacing all null values with non-specified
25400,46630186,Company,nan,non-specified,null values,replacing all null values with non-specified
25401,46634743,Company,nan,non-specified,null values,replacing all null values with non-specified
25402,59135785,Company,nan,non-specified,null values,replacing all null values with non-specified
25403,70086614,Company,nan,non-specified,null values,replacing all null values with non-specified
25404,49903555,Company,nan,non-specified,null values,replacing all null values with non-specified
25405,55400391,Company,nan,non-specified,null values,replacing all null values with non-specified
25406,66190683,Company,nan,non-specified,null values,replacing all null values with non-specified
25407,46632294,Company,nan,non-specified,null values,replacing all null values with non-specified
25408,46634068,Company,nan,non-specified,null values,replacing all null values with non-specified
25409,66190521,Company,nan,non-specified,null values,replacing all null values with non-specified
25410,66601433,Company,nan,non-specified,null values,replacing all null values with non-specified
25411,59788348,Company,nan,non-specified,null values,replacing all null values with non-specified
25412,46627510,Company,nan,non-specified,null values,replacing all null values with non-specified
25413,46633492,Company,nan,non-specified,null values,replacing all null values with non-specified
25414,46636825,Company,nan,non-specified,null values,replacing all null values with non-specified
25415,47918266,Company,nan,non-specified,null values,replacing all null values with non-specified
25416,59968200,Company,nan,non-specified,null values,replacing all null values with non-specified
25417,71204392,Company,nan,non-specified,null values,replacing all null values with non-specified
25418,70086397,Company,nan,non-specified,null values,replacing all null values with non-specified
25419,50882086,Company,nan,non-specified,null values,replacing all null values with non-specified
25420,46633212,Company,nan,non-specified,null values,replacing all null values with non-specified
25421,54711415,Company,nan,non-specified,null values,replacing all null values with non-specified
25422,46631082,Company,nan,non-specified,null values,replacing all null values with non-specified
25423,46627929,Company,nan,non-specified,null values,replacing all null values with non-specified
25424,66426145,Company,nan,non-specified,null values,replacing all null values with non-specified
25425,46631471,Company,nan,non-specified,null values,replacing all null values with non-specified
25426,46627246,Company,nan,non-specified,null values,replacing all null values with non-specified
25427,66190270,Company,nan,non-specified,null values,replacing all null values with non-specified
25428,51061145,Company,nan,non-specified,null values,replacing all null values with non-specified
25429,66426263,Company,nan,non-specified,null values,replacing all null values with non-specified
25430,46629085,Company,nan,non-specified,null values,replacing all null values with non-specified
25431,57513975,Company,nan,non-specified,null values,replacing all null values with non-specified
25432,59968151,Company,nan,non-specified,null values,replacing all null values with non-specified
25433,46627328,Company,nan,non-specified,null values,replacing all null values with non-specified
25434,46627932,Company,nan,non-specified,null values,replacing all null values with non-specified
25435,46636735,Company,nan,non-specified,null values,replacing all null values with non-specified
25436,48481440,Company,nan,non-specified,null values,replacing all null values with non-specified
25437,57513982,Company,nan,non-specified,null values,replacing all null values with non-specified
25438,46636278,Company,nan,non-specified,null values,replacing all null values with non-specified
25439,46636019,Company,nan,non-specified,null values,replacing all null values with non-specified
25440,54486597,Company,nan,non-specified,null values,replacing all null values with non-specified
25441,65179125,Company,nan,non-specified,null values,replacing all null values with non-specified
25442,46629305,Company,nan,non-specified,null values,replacing all null values with non-specified
25443,69856578,Company,nan,non-specified,null values,replacing all null values with non-specified
25444,59968206,Company,nan,non-specified,null values,replacing all null values with non-specified
25445,66426222,Company,nan,non-specified,null values,replacing all null values with non-specified
25446,66952103,Company,nan,non-specified,null values,replacing all null values with non-specified
25447,46626933,Company,nan,non-specified,null values,replacing all null values with non-specified
25448,46635841,Company,nan,non-specified,null values,replacing all null values with non-specified
25449,50881793,Company,nan,non-specified,null values,replacing all null values with non-specified
25450,46630330,Company,nan,non-specified,null values,replacing all null values with non-specified
25451,66190504,Company,nan,non-specified,null values,replacing all null values with non-specified
25452,46633057,Company,nan,non-specified,null values,replacing all null values with non-specified
25453,64573309,Company,nan,non-specified,null values,replacing all null values with non-specified
25454,46634200,Company,nan,non-specified,null values,replacing all null values with non-specified
25455,68186624,Company,nan,non-specified,null values,replacing all null values with non-specified
25456,65179206,Company,nan,non-specified,null values,replacing all null values with non-specified
25457,64573432,Company,nan,non-specified,null values,replacing all null values with non-specified
25458,46629350,Company,nan,non-specified,null values,replacing all null values with non-specified
25459,68363902,Company,nan,non-specified,null values,replacing all null values with non-specified
25460,57316103,Company,nan,non-specified,null values,replacing all null values with non-specified
25461,46628200,Company,nan,non-specified,null values,replacing all null values with non-specified
25462,47679930,Company,nan,non-specified,null values,replacing all null values with non-specified
25463,50255554,Company,nan,non-specified,null values,replacing all null values with non-specified
25464,46628563,Company,nan,non-specified,null values,replacing all null values with non-specified
25465,46631503,Company,nan,non-specified,null values,replacing all null values with non-specified
25466,68363898,Company,nan,non-specified,null values,replacing all null values with non-specified
25467,46635349,Company,nan,non-specified,null values,replacing all null values with non-specified
25468,60685247,Company,nan,non-specified,null values,replacing all null values with non-specified
25469,46628623,Company,nan,non-specified,null values,replacing all null values with non-specified
25470,46633886,Company,nan,non-specified,null values,replacing all null values with non-specified
25471,46637023,Company,nan,non-specified,null values,replacing all null values with non-specified
25472,66601492,Company,nan,non-specified,null values,replacing all null values with non-specified
25473,67959693,Company,nan,non-specified,null values,replacing all null values with non-specified
25474,67313156,Company,nan,non-specified,null values,replacing all null values with non-specified
25475,66425863,Company,nan,non-specified,null values,replacing all null values with non-specified
25476,46627840,Company,nan,non-specified,null values,replacing all null values with non-specified
25477,46633621,Company,nan,non-specified,null values,replacing all null values with non-specified
25478,52784801,Company,nan,non-specified,null values,replacing all null values with non-specified
25479,46628812,Company,nan,non-specified,null values,replacing all null values with non-specified
25480,67959741,Company,nan,non-specified,null values,replacing all null values with non-specified
25481,67959763,Company,nan,non-specified,null values,replacing all null values with non-specified
25482,66601529,Company,nan,non-specified,null values,replacing all null values with non-specified
25483,69856534,Company,nan,non-specified,null values,replacing all null values with non-specified
25484,55720944,Company,nan,non-specified,null values,replacing all null values with non-specified
25485,47090045,Company,nan,non-specified,null values,replacing all null values with non-specified
25486,46635264,Company,nan,non-specified,null values,replacing all null values with non-specified
25487,66190578,Company,nan,non-specified,null values,replacing all null values with non-specified
25488,46633763,Company,nan,non-specified,null values,replacing all null values with non-specified
25489,68186736,Company,nan,non-specified,null values,replacing all null values with non-specified
25490,59968130,Company,nan,non-specified,null values,replacing all null values with non-specified
25491,56883024,Company,nan,non-specified,null values,replacing all null values with non-specified
25492,59968069,Company,nan,non-specified,null values,replacing all null values with non-specified
25493,66425836,Company,nan,non-specified,null values,replacing all null values with non-specified
25494,46635664,Company,nan,non-specified,null values,replacing all null values with non-specified
25495,59788341,Company,nan,non-specified,null values,replacing all null values with non-specified
25496,70682044,Company,nan,non-specified,null values,replacing all null values with non-specified
25497,46629410,Company,nan,non-specified,null values,replacing all null values with non-specified
25498,66426244,Company,nan,non-specified,null values,replacing all null values with non-specified
25499,49065453,Company,nan,non-specified,null values,replacing all null values with non-specified
25500,46634507,Company,nan,non-specified,null values,replacing all null values with non-specified
25501,46631583,Company,nan,non-specified,null values,replacing all null values with non-specified
25502,46637850,Company,nan,non-specified,null values,replacing all null values with non-specified
25503,46629524,Company,nan,non-specified,null values,replacing all null values with non-specified
25504,46636249,Company,nan,non-specified,null values,replacing all null values with non-specified
25505,71691874,Company,nan,non-specified,null values,replacing all null values with non-specified
25506,46634060,Company,nan,non-specified,null values,replacing all null values with non-specified
25507,46635670,Company,nan,non-specified,null values,replacing all null values with non-specified
25508,64805854,Company,nan,non-specified,null values,replacing all null values with non-specified
25509,66190671,Company,nan,non-specified,null values,replacing all null values with non-specified
25510,46629101,Company,nan,non-specified,null values,replacing all null values with non-specified
25511,54294021,Company,nan,non-specified,null values,replacing all null values with non-specified
25512,54711367,Company,nan,non-specified,null values,replacing all null values with non-specified
25513,46632077,Company,nan,non-specified,null values,replacing all null values with non-specified
25514,48481413,Company,nan,non-specified,null values,replacing all null values with non-specified
25515,46633369,Company,nan,non-specified,null values,replacing all null values with non-specified
25516,55400395,Company,nan,non-specified,null values,replacing all null values with non-specified
25517,46627260,Company,nan,non-specified,null values,replacing all null values with non-specified
25518,46628920,Company,nan,non-specified,null values,replacing all null values with non-specified
25519,53863732,Company,nan,non-specified,null values,replacing all null values with non-specified
25520,47920390,Company,nan,non-specified,null values,replacing all null values with non-specified
25521,66952090,Company,nan,non-specified,null values,replacing all null values with non-specified
25522,63885639,Company,nan,non-specified,null values,replacing all null values with non-specified
25523,46633631,Company,nan,non-specified,null values,replacing all null values with non-specified
25524,46637537,Company,nan,non-specified,null values,replacing all null values with non-specified
25525,57316038,Company,nan,non-specified,null values,replacing all null values with non-specified
25526,58502120,Company,nan,non-specified,null values,replacing all null values with non-specified
25527,70086604,Company,nan,non-specified,null values,replacing all null values with non-specified
25528,46633829,Company,nan,non-specified,null values,replacing all null values with non-specified
25529,56209807,Company,nan,non-specified,null values,replacing all null values with non-specified
25530,61936452,Company,nan,non-specified,null values,replacing all null values with non-specified
25531,71204339,Company,nan,non-specified,null values,replacing all null values with non-specified
25532,55400392,Company,nan,non-specified,null values,replacing all null values with non-specified
25533,56010377,Company,nan,non-specified,null values,replacing all null values with non-specified
25534,67959585,Company,nan,non-specified,null values,replacing all null values with non-specified
25535,61936561,Company,nan,non-specified,null values,replacing all null values with non-specified
25536,67959506,Company,nan,non-specified,null values,replacing all null values with non-specified
25537,46626903,Company,nan,non-specified,null values,replacing all null values with non-specified
25538,66426160,Company,nan,non-specified,null values,replacing all null values with non-specified
25539,55400382,Company,nan,non-specified,null values,replacing all null values with non-specified
25540,68363857,Company,nan,non-specified,null values,replacing all null values with non-specified
25541,46632292,Company,nan,non-specified,null values,replacing all null values with non-specified
25542,71692213,Company,nan,non-specified,null values,replacing all null values with non-specified
25543,52784720,Company,nan,non-specified,null values,replacing all null values with non-specified
25544,46635838,Company,nan,non-specified,null values,replacing all null values with non-specified
25545,47679914,Company,nan,non-specified,null values,replacing all null values with non-specified
25546,58728120,Company,nan,non-specified,null values,replacing all null values with non-specified
25547,60685257,Company,nan,non-specified,null values,replacing all null values with non-specified
25548,51061194,Company,nan,non-specified,null values,replacing all null values with non-specified
25549,67959760,Company,nan,non-specified,null values,replacing all null values with non-specified
25550,46637018,Company,nan,non-specified,null values,replacing all null values with non-specified
25551,48271642,Company,nan,non-specified,null values,replacing all null values with non-specified
25552,67959812,Company,nan,non-specified,null values,replacing all null values with non-specified
25553,57716328,Company,nan,non-specified,null values,replacing all null values with non-specified
25554,67959638,Company,nan,non-specified,null values,replacing all null values with non-specified
25555,64573314,Company,nan,non-specified,null values,replacing all null values with non-specified
25556,58502039,Company,nan,non-specified,null values,replacing all null values with non-specified
25557,66190528,Company,nan,non-specified,null values,replacing all null values with non-specified
25558,46633688,Company,nan,non-specified,null values,replacing all null values with non-specified
25559,46633888,Company,nan,non-specified,null values,replacing all null values with non-specified
25560,49429360,Company,nan,non-specified,null values,replacing all null values with non-specified
25561,46633765,Company,nan,non-specified,null values,replacing all null values with non-specified
25562,46634973,Company,nan,non-specified,null values,replacing all null values with non-specified
25563,46852049,Company,nan,non-specified,null values,replacing all null values with non-specified
25564,46634059,Company,nan,non-specified,null values,replacing all null values with non-specified
25565,54294009,Company,nan,non-specified,null values,replacing all null values with non-specified
25566,56209906,Company,nan,non-specified,null values,replacing all null values with non-specified
25567,55400421,Company,nan,non-specified,null values,replacing all null values with non-specified
25568,46628828,Company,nan,non-specified,null values,replacing all null values with non-specified
25569,68363853,Company,nan,non-specified,null values,replacing all null values with non-specified
25570,46636970,Company,nan,non-specified,null values,replacing all null values with non-specified
25571,46627298,Company,nan,non-specified,null values,replacing all null values with non-specified
25572,66601555,Company,nan,non-specified,null values,replacing all null values with non-specified
25573,46627559,Company,nan,non-specified,null values,replacing all null values with non-specified
25574,66951825,Company,nan,non-specified,null values,replacing all null values with non-specified
25575,46636393,Company,nan,non-specified,null values,replacing all null values with non-specified
25576,59968117,Company,nan,non-specified,null values,replacing all null values with non-specified
25577,58501689,Company,nan,non-specified,null values,replacing all null values with non-specified
25578,66190737,Company,nan,non-specified,null values,replacing all null values with non-specified
25579,71204327,Company,nan,non-specified,null values,replacing all null values with non-specified
25580,67959845,Company,nan,non-specified,null values,replacing all null values with non-specified
25581,46627905,Company,nan,non-specified,null values,replacing all null values with non-specified
25582,59968147,Company,nan,non-specified,null values,replacing all null values with non-specified
25583,71691870,Company,nan,non-specified,null values,replacing all null values with non-specified
25584,58936948,Company,nan,non-specified,null values,replacing all null values with non-specified
25585,47090019,Company,nan,non-specified,null values,replacing all null values with non-specified
25586,58728130,Company,nan,non-specified,null values,replacing all null values with non-specified
25587,46636218,Company,nan,non-specified,null values,replacing all null values with non-specified
25588,46630797,Company,nan,non-specified,null values,replacing all null values with non-specified
25589,46634564,Company,nan,non-specified,null values,replacing all null values with non-specified
25590,53007694,Company,nan,non-specified,null values,replacing all null values with non-specified
25591,61728791,Company,nan,non-specified,null values,replacing all null values with non-specified
25592,66190692,Company,nan,non-specified,null values,replacing all null values with non-specified
25593,66423379,Company,nan,non-specified,null values,replacing all null values with non-specified
25594,68186675,Company,nan,non-specified,null values,replacing all null values with non-specified
25595,71692119,Company,nan,non-specified,null values,replacing all null values with non-specified
25596,49429366,Company,nan,non-specified,null values,replacing all null values with non-specified
25597,51593453,Company,nan,non-specified,null values,replacing all null values with non-specified
25598,68813852,Company,nan,non-specified,null values,replacing all null values with non-specified
25599,50255307,Company,nan,non-specified,null values,replacing all null values with non-specified
25600,46627785,Company,nan,non-specified,null values,replacing all null values with non-specified
25601,46626559,Company,nan,non-specified,null values,replacing all null values with non-specified
25602,56010410,Company,nan,non-specified,null values,replacing all null values with non-specified
25603,56010592,Company,nan,non-specified,null values,replacing all null values with non-specified
25604,46629033,Company,nan,non-specified,null values,replacing all null values with non-specified
25605,55720860,Company,nan,non-specified,null values,replacing all null values with non-specified
25606,67959809,Company,nan,non-specified,null values,replacing all null values with non-specified
25607,71450712,Company,nan,non-specified,null values,replacing all null values with non-specified
25608,46636072,Company,nan,non-specified,null values,replacing all null values with non-specified
25609,46632246,Company,nan,non-specified,null values,replacing all null values with non-specified
25610,46635059,Company,nan,non-specified,null values,replacing all null values with non-specified
25611,46636455,Company,nan,non-specified,null values,replacing all null values with non-specified
25612,67959393,Company,nan,non-specified,null values,replacing all null values with non-specified
25613,58502032,Company,nan,non-specified,null values,replacing all null values with non-specified
25614,65179096,Company,nan,non-specified,null values,replacing all null values with non-specified
25615,66190740,Company,nan,non-specified,null values,replacing all null values with non-specified
25616,46630233,Company,nan,non-specified,null values,replacing all null values with non-specified
25617,71885903,Company,nan,non-specified,null values,replacing all null values with non-specified
25618,57716217,Company,nan,non-specified,null values,replacing all null values with non-specified
25619,46635231,Company,nan,non-specified,null values,replacing all null values with non-specified
25620,46627244,Company,nan,non-specified,null values,replacing all null values with non-specified
25621,68813778,Company,nan,non-specified,null values,replacing all null values with non-specified
25622,57716242,Company,nan,non-specified,null values,replacing all null values with non-specified
25623,46627516,Company,nan,non-specified,null values,replacing all null values with non-specified
25624,46626557,Company,nan,non-specified,null values,replacing all null values with non-specified
25625,66951865,Company,nan,non-specified,null values,replacing all null values with non-specified
25626,66426110,Company,nan,non-specified,null values,replacing all null values with non-specified
25627,66426231,Company,nan,non-specified,null values,replacing all null values with non-specified
25628,46628810,Company,nan,non-specified,null values,replacing all null values with non-specified
25629,53268678,Company,nan,non-specified,null values,replacing all null values with non-specified
25630,53863852,Company,nan,non-specified,null values,replacing all null values with non-specified
25631,71692192,Company,nan,non-specified,null values,replacing all null values with non-specified
25632,46629647,Company,nan,non-specified,null values,replacing all null values with non-specified
25633,66601581,Company,nan,non-specified,null values,replacing all null values with non-specified
25634,46637630,Company,nan,non-specified,null values,replacing all null values with non-specified
25635,46633389,Company,nan,non-specified,null values,replacing all null values with non-specified
25636,61282006,Company,nan,non-specified,null values,replacing all null values with non-specified
25637,46627779,Company,nan,non-specified,null values,replacing all null values with non-specified
25638,46632685,Company,nan,non-specified,null values,replacing all null values with non-specified
25639,64805987,Company,nan,non-specified,null values,replacing all null values with non-specified
25640,46633375,Company,nan,non-specified,null values,replacing all null values with non-specified
25641,71204340,Company,nan,non-specified,null values,replacing all null values with non-specified
25642,65179129,Company,nan,non-specified,null values,replacing all null values with non-specified
25643,46629829,Company,nan,non-specified,null values,replacing all null values with non-specified
25644,46628733,Company,nan,non-specified,null values,replacing all null values with non-specified
25645,46635857,Company,nan,non-specified,null values,replacing all null values with non-specified
25646,46627239,Company,nan,non-specified,null values,replacing all null values with non-specified
25647,69258318,Company,nan,non-specified,null values,replacing all null values with non-specified
25648,46636062,Company,nan,non-specified,null values,replacing all null values with non-specified
25649,64573454,Company,nan,non-specified,null values,replacing all null values with non-specified
25650,51593546,Company,nan,non-specified,null values,replacing all null values with non-specified
25651,46633661,Company,nan,non-specified,null values,replacing all null values with non-specified
25652,46631266,Company,nan,non-specified,null values,replacing all null values with non-specified
25653,46626511,Company,nan,non-specified,null values,replacing all null values with non-specified
25654,66952042,Company,nan,non-specified,null values,replacing all null values with non-specified
25655,49689021,Company,nan,non-specified,null values,replacing all null values with non-specified
25656,66426265,Company,nan,non-specified,null values,replacing all null values with non-specified
25657,57316105,Company,nan,non-specified,null values,replacing all null values with non-specified
25658,46629269,Company,nan,non-specified,null values,replacing all null values with non-specified
25659,71692190,Company,nan,non-specified,null values,replacing all null values with non-specified
25660,66426195,Company,nan,non-specified,null values,replacing all null values with non-specified
25661,72683642,Company,nan,non-specified,null values,replacing all null values with non-specified
25662,56883020,Company,nan,non-specified,null values,replacing all null values with non-specified
25663,46629057,Company,nan,non-specified,null values,replacing all null values with non-specified
25664,51590518,Company,nan,non-specified,null values,replacing all null values with non-specified
25665,49429476,Company,nan,non-specified,null values,replacing all null values with non-specified
25666,46633767,Company,nan,non-specified,null values,replacing all null values with non-specified
25667,46637576,Company,nan,non-specified,null values,replacing all null values with non-specified
25668,50255563,Company,nan,non-specified,null values,replacing all null values with non-specified
25669,47920489,Company,nan,non-specified,null values,replacing all null values with non-specified
25670,46627669,Company,nan,non-specified,null values,replacing all null values with non-specified
25671,69682405,Company,nan,non-specified,null values,replacing all null values with non-specified
25672,68363884,Company,nan,non-specified,null values,replacing all null values with non-specified
25673,67959594,Company,nan,non-specified,null values,replacing all null values with non-specified
25674,66951841,Company,nan,non-specified,null values,replacing all null values with non-specified
25675,49429402,Company,nan,non-specified,null values,replacing all null values with non-specified
25676,46634681,Company,nan,non-specified,null values,replacing all null values with non-specified
25677,58501879,Company,nan,non-specified,null values,replacing all null values with non-specified
25678,57315956,Company,nan,non-specified,null values,replacing all null values with non-specified
25679,71692208,Company,nan,non-specified,null values,replacing all null values with non-specified
25680,60202868,Company,nan,non-specified,null values,replacing all null values with non-specified
25681,46634069,Company,nan,non-specified,null values,replacing all null values with non-specified
25682,50255409,Company,nan,non-specified,null values,replacing all null values with non-specified
25683,46627978,Company,nan,non-specified,null values,replacing all null values with non-specified
25684,56209796,Company,nan,non-specified,null values,replacing all null values with non-specified
25685,46635017,Company,nan,non-specified,null values,replacing all null values with non-specified
25686,58502029,Company,nan,non-specified,null values,replacing all null values with non-specified
25687,46629059,Company,nan,non-specified,null values,replacing all null values with non-specified
25688,66425888,Company,nan,non-specified,null values,replacing all null values with non-specified
25689,47090044,Company,nan,non-specified,null values,replacing all null values with non-specified
25690,67959566,Company,nan,non-specified,null values,replacing all null values with non-specified
25691,46635757,Company,nan,non-specified,null values,replacing all null values with non-specified
25692,46630561,Company,nan,non-specified,null values,replacing all null values with non-specified
25693,46634003,Company,nan,non-specified,null values,replacing all null values with non-specified
25694,70086833,Company,nan,non-specified,null values,replacing all null values with non-specified
25695,66190697,Company,nan,non-specified,null values,replacing all null values with non-specified
25696,56209888,Company,nan,non-specified,null values,replacing all null values with non-specified
25697,55400390,Company,nan,non-specified,null values,replacing all null values with non-specified
25698,50882087,Company,nan,non-specified,null values,replacing all null values with non-specified
25699,66601565,Company,nan,non-specified,null values,replacing all null values with non-specified
25700,46637478,Company,nan,non-specified,null values,replacing all null values with non-specified
25701,72683811,Company,nan,non-specified,null values,replacing all null values with non-specified
25702,50882080,Company,nan,non-specified,null values,replacing all null values with non-specified
25703,66425878,Company,nan,non-specified,null values,replacing all null values with non-specified
25704,46632482,Company,nan,non-specified,null values,replacing all null values with non-specified
25705,71885916,Company,nan,non-specified,null values,replacing all null values with non-specified
25706,46634422,Company,nan,non-specified,null values,replacing all null values with non-specified
25707,46626547,Company,nan,non-specified,null values,replacing all null values with non-specified
25708,54711429,Company,nan,non-specified,null values,replacing all null values with non-specified
25709,46633944,Company,nan,non-specified,null values,replacing all null values with non-specified
25710,51593387,Company,nan,non-specified,null values,replacing all null values with non-specified
25711,46632140,Company,nan,non-specified,null values,replacing all null values with non-specified
25712,50255351,Company,nan,non-specified,null values,replacing all null values with non-specified
25713,46637036,Company,nan,non-specified,null values,replacing all null values with non-specified
25714,50255290,Company,nan,non-specified,null values,replacing all null values with non-specified
25715,46636333,Company,nan,non-specified,null values,replacing all null values with non-specified
25716,48664548,Company,nan,non-specified,null values,replacing all null values with non-specified
34280,71614781,Company,nan,non-specified,null values,replacing all null values with non-specified
34358,70265537,Company,nan,non-specified,null values,replacing all null values with non-specified
34564,70265300,Company,nan,non-specified,null values,replacing all null values with non-specified
34809,70645304,Company,nan,non-specified,null values,replacing all null values with non-specified
34931,71094364,Company,nan,non-specified,null values,replacing all null values with non-specified
35363,70474471,Company,nan,non-specified,null values,replacing all null values with non-specified
35667,70265515,Company,nan,non-specified,null values,replacing all null values with non-specified
35668,70265383,Company,nan,non-specified,null values,replacing all null values with non-specified
35796,70265387,Company,nan,non-specified,null values,replacing all null values with non-specified
43290,72702355,Company,nan,non-specified,null values,replacing all null values with non-specified
43291,68532074,Company,nan,non-specified,null values,replacing all null values with non-specified
43292,66965588,Company,nan,non-specified,null values,replacing all null values with non-specified
43293,67389251,Company,nan,non-specified,null values,replacing all null values with non-specified
43294,66565767,Company,nan,non-specified,null values,replacing all null values with non-specified
43295,66585027,Company,nan,non-specified,null values,replacing all null values with non-specified
43296,70085945,Company,nan,non-specified,null values,replacing all null values with non-specified
43297,68263507,Company,nan,non-specified,null values,replacing all null values with non-specified
43298,66750792,Company,nan,non-specified,null values,replacing all null values with non-specified
43299,71911510,Company,nan,non-specified,null values,replacing all null values with non-specified
43300,52942632,Company,nan,non-specified,null values,replacing all null values with non-specified
43301,53642053,Company,nan,non-specified,null values,replacing all null values with non-specified
43302,67829445,Company,nan,non-specified,null values,replacing all null values with non-specified
43303,67931914,Company,nan,non-specified,null values,replacing all null values with non-specified
43304,65111968,Company,nan,non-specified,null values,replacing all null values with non-specified
43305,71482277,Company,nan,non-specified,null values,replacing all null values with non-specified
43306,70692768,Company,nan,non-specified,null values,replacing all null values with non-specified
43307,71240273,Company,nan,non-specified,null values,replacing all null values with non-specified
43308,66079868,Company,nan,non-specified,null values,replacing all null values with non-specified
43309,67829433,Company,nan,non-specified,null values,replacing all null values with non-specified
43310,69271043,Company,nan,non-specified,null values,replacing all null values with non-specified
