Engine size in CC,Number of female owners,Type of fuel,Number of male owners,Manufacturer,Model,Price,Power (BHP) of the car,Total number of owners,Car Transmission,Gender unclassified
2308.285714,714,petrol,1489,Peugeot,4007,42.93428571,122.1428571,2295,3.857142857,92
2167.5,499,petrol,1689,Chrysler,Sebring,37.471875,114.5,2283,5.5,95
2998.0,229,petrol,1976,Toyota,Supra,81.295,250.0,2266,8.0,61
3106.666667,547,diesel,1606,Dodge,Nitro,47.881,141.4444444,2255,5.1111111110000005,102
3196.555556,233,petrol,1857,Lexus,GS,78.47722222,224.7777778,2239,0.8888888890000001,149
2634.222222,369,petrol,1672,Volvo,960,40.7645,133.3333333,2156,4.333333333,115
2309.340426,397,diesel,1609,Mercedes,Viano,57.22905851,120.42553190000001,2155,5.234042553,149
2254.0,534,petrol,1485,Honda,Shuttle,30.081,110.0,2154,4.0,135
2326.3589739999998,196,petrol,1889,Ford,Granada,18.84548718,87.07692308,2151,4.076923077,66
1360.0,708,petrol,1314,Fiat,Qubo,16.695,54.0,2108,5.0,86
3228.0,174,petrol,1820,Aston-Martin,DB7,158.82299999999998,250.0,2105,4.5,111
1261.25,1404,petrol,579,Renault,Wind,22.49,80.0,2099,5.0,116
1707.125,637,petrol,1259,Mercedes,Vaneo,28.96891667,72.625,2073,5.0,177
2521.0924370000002,149,diesel,1847,Land-Rover,Range,107.6705126,196.3361345,2061,8.277310924,65
1343.0,1108,petrol,774,Honda,Logo,13.382,48.0,2008,2.5,126
2614.0,624,petrol,1265,Mazda,Tribute,38.025,129.5,1985,4.5,96
1298.0,1260,petrol,552,Daihatsu,Copen,23.8115,64.0,1958,5.0,146
998.0,951,petrol,884,Subaru,Justy,11.745,51.0,1948,5.0,113
1647.4,275,diesel,1593,Hyundai,I40,35.535,93.6,1920,6.0,52
1809.714286,291,diesel,1507,Peugeot,Expert,21.65952381,90.85714286,1882,5.761904762,84
4857.0,116,petrol,1671,Audi,R8,226.3833333,368.6666667,1865,6.5,78
2458.909091,224,petrol,1517,Ford,Scorpio,30.86290909,105.54545449999999,1817,4.454545455,76
1721.5,717,petrol,964,Mazda,MX-3,22.127,83.0,1780,5.0,99
1735.580645,473,diesel,1166,Volkswagen,Caddy,24.75629032,81.74193548,1726,5.709677419,87
2184.0,532,diesel,1083,Dodge,Journey,37.773,114.0,1686,5.555555556,71
2093.0217390000003,675,petrol,903,Volvo,C30,32.489891300000004,113.28260870000001,1666,5.304347826,88
1431.333333,833,petrol,705,Mazda,121,13.190999999999999,51.33333333,1635,5.0,97
2393.0,221,diesel,1312,Toyota,Hilux,46.60136364,110.0,1597,6.0,64
4089.9230770000004,117,petrol,1399,Volkswagen,Phaeton,146.27461540000002,234.84615380000002,1589,5.769230769,73
1688.25,416,petrol,1104,Citroen,DS4,31.1275,105.25,1562,5.75,42
1773.823529,245,diesel,1247,Renault,Trafic,37.04635294,91.44117647,1556,6.0,64
3358.666667,164,petrol,1272,Honda,Legend,69.39699999999999,173.0,1521,5.0,85
1980.634146,177,petrol,1262,Audi,Coupe,35.86943902,117.0243902,1493,5.585365854,54
1642.875,338,petrol,1074,Peugeot,309,14.350125,59.5,1468,4.875,56
2118.940476,132,diesel,1211,Mercedes,Vito,37.31220238,102.7261905,1426,5.678571429,83
3307.25,148,petrol,1193,Porsche,Panamera,173.506625,329.0,1382,8.0,41
2244.0,267,petrol,1021,Ford,Probe,24.84,102.0,1335,5.0,47
4493.5,101,petrol,1179,Audi,RS6,175.835,433.5,1328,7.0,48
3696.0,182,petrol,1093,Nissan,370Z,85.05325,242.0,1324,6.5,49
1360.0,502,petrol,752,Peugeot,Bipper,17.325,55.0,1306,5.0,52
1324.0,568,petrol,667,Kia,Pride,9.358333333,47.0,1301,4.333333333,66
2349.08,204,petrol,1043,Audi,100,37.32636,101.12,1299,4.76,52
1549.8,148,petrol,1120,Honda,Integra,17.5296,78.4,1299,4.6,31
1645.133333,372,petrol,850,Renault,19,16.29053333,57.86666667,1281,4.8,59
1288.5,504,petrol,747,Ford,B-MAX,22.91875,75.5,1270,5.25,19
999.0,731,petrol,484,Seat,Mii,11.917,49.13333333,1256,5.0,41
1541.5,434,petrol,745,Honda,Concerto,16.67175,74.0,1247,4.5,68
1998.0,237,petrol,926,Daewoo,Leganza,23.245,98.0,1227,4.5,64
4691.0,78,petrol,1106,Maserati,GranCabrio,245.168,338.0,1223,6.0,39
1891.7,252,petrol,939,Nissan,Bluebird,14.4382,64.2,1215,4.9,24
3640.2,83,petrol,1095,Ford,Mustang,74.609,239.2,1208,3.2,30
5733.0,90,petrol,1059,Porsche,Carrera,646.605,450.0,1197,6.0,48
1574.4285710000001,383,petrol,723,Opel,Zafira,35.27,112.07142859999999,1187,6.0,81
1998.0,363,diesel,748,Ssangyong,Rodius,57.59,121.0,1166,5.428571429,55
1962.0588239999997,277,diesel,825,Fiat,Croma,34.33029412,105.0,1147,5.5882352939999995,45
2129.0,330,petrol,712,Mazda,MPV,35.29583333,102.0,1119,5.0,77
1936.6,215,petrol,844,Mazda,Xedos,28.9602,100.8,1115,4.4,56
3799.0,40,petrol,1026,Nissan,GT-R,177.5,419.0,1114,6.0,48
2144.0,68,petrol,997,Audi,Quattro,61.235,147.0,1109,5.0,44
2768.511628,207,diesel,826,Mitsubishi,Pajero,45.78386047,106.3023256,1093,4.813953488,60
1591.0,445,petrol,581,Hyundai,Veloster,27.9925,103.0,1054,5.5,28
1593.111111,184,petrol,828,Ford,Orion,15.40377778,60.11111111,1042,5.0,30
1932.1538460000002,232,petrol,736,Volkswagen,Vento,18.16715385,70.30769231,1012,4.692307692,44
1424.727273,628,petrol,291,Mini,Roadster,32.65836364,101.81818179999999,1001,6.0,82
1497.169492,410082,petrol,771554,Ford,Focus,30.61932203,94.03389831,1235837,5.966101695,54201
1166.142857,596343,petrol,523545,Ford,Fiesta,18.53214286,68.57142857,1169492,5.714285714,49604
1537.406593,299999,petrol,460814,Volkswagen,Golf,31.24215385,89.46153846,807333,6.164835165,46520
1219.6538460000002,351104,petrol,251904,Renault,Clio,22.1,75.57692308,634005,5.615384615,30997
1995.7777780000001,122120,petrol,400861,BMW,320i,47.84837037,126.1111111,552782,6.444444444,29801
1631.5,303023,petrol,192959,Peugeot,206,20.03375,71.33333333,525508,4.833333333,29526
1408.055556,289078,petrol,203850,Volkswagen,Polo,18.1925,60.96296296,524426,5.074074073999999,31498
1998.5,84572,petrol,416063,Ford,Mondeo,39.97375,130.25,520099,1.75,19464
1279.6956519999999,276933,petrol,158671,Nissan,Micra,20.3776087,67.95652174,463783,4.869565217,28179
1623.793103,186612,petrol,241474,Renault,Megane,26.449886699999997,87.31034483,452802,5.408866995,24716
1196.0,296651,petrol,108637,Ford,Ka+,15.46,60.8,427344,5.0,22056
1480.575,138803,petrol,245697,Honda,Civic,29.942625,106.225,406485,4.5,21985
1397.8,195134,petrol,118678,Toyota,Yaris,20.7206,74.4,338403,3.52,24591
1743.4418600000001,100514,petrol,169187,Citroen,Xsara,22.36209302,72.58139535,282383,4.88372093,12682
1723.0,119640,petrol,143057,Peugeot,307,27.46483636,86.45454545,277681,4.872727273,14984
1835.8461539999998,49068,petrol,212911,Volkswagen,Passat,46.06451282,125.43589740000002,276803,6.487179487000001,14824
1596.92,65934,petrol,193345,Mercedes,CLA,46.5274,131.6,275964,7.04,16685
2283.112903,58757,petrol,195215,Audi,A4,57.92693548,149.7096774,267513,6.161290322999999,13541
1536.0,122300,petrol,85168,Peugeot,207,21.70216667,79.76666667,218332,4.9,10864
1424.666667,80441,petrol,120182,Audi,A3,36.21929825,94.33333333,212796,6.473684211,12173
1677.949153,76170,petrol,117838,Toyota,Corolla,27.23911864,91.61016949,207233,3.033898305,13225
1292.352941,76676,petrol,95847,Skoda,Fabia,19.00794118,66.97058824,181554,5.205882353,9031
2083.523077,58609,diesel,111645,Land-Rover,Freelander,43.86363077,105.1692308,179642,5.292307692,9388
1873.261538,31606,petrol,131249,Toyota,Avensis,37.31523077,103.6769231,173138,4.323076923,10283
2979.0,20836,petrol,134919,BMW,535i,93.71425,225.0,164727,8.0,8972
1847.6666670000002,56509,petrol,97667,Nissan,Almera,22.78208333,81.66666667,163746,4.916666667,9570
1364.0,84963,petrol,65032,Citroen,C3,22.90364865,75.64864865,158113,5.405405405,8118
2425.428571,31105,diesel,117155,Land-Rover,Discovery,107.4521429,182.5714286,154856,8.0,6596
1472.826087,58749,diesel,80964,Renault,Scenic,32.06304348,89.34782609,147379,5.956521738999999,7666
2598.818182,21490,petrol,116331,Mercedes,E,78.07322727,192.4,146810,7.672727273,8989
1796.6,62131,petrol,70694,BMW,118i,37.4265,104.2,141226,6.2,8401
1698.64,47192,petrol,85650,Peugeot,306,18.64264,67.0,139622,4.84,6780
1205.192982,64457,petrol,64843,Seat,Ibiza,19.93814035,76.31578947,134620,5.649122807,5320
1136.692308,23393,petrol,99544,Skoda,Octavia,30.65053846,95.0,128363,6.346153846,5426
1366.294118,59579,petrol,62018,Peugeot,106,12.35588235,53.88235294,127483,4.647058824,5886
1963.6666670000002,30461,petrol,89011,Saab,9-3X,49.28583333,145.0,126455,6.0,6983
1699.119048,66567,petrol,50107,Mercedes,A,31.104511900000002,93.01190476,126016,4.5476190480000005,9342
1920.026316,23949,diesel,95919,Renault,Laguna,34.02059211,99.0,125560,5.552631579,5692
2261.193548,55682,petrol,56794,Toyota,RAV4,43.54851613,137.7741935,120615,1.35483871,8139
1367.272727,55185,petrol,56946,Citroen,Saxo,12.32981818,53.81818182,117383,4.818181818,5252
2151.647059,18837,petrol,86843,Honda,Accord,39.39984314,117.70588240000001,112091,5.784313725,6411
2521.0924370000002,20403,diesel,83312,Land-Rover,Range,107.6705126,196.3361345,108276,8.277310924,4561
1462.3625,33331,petrol,63942,Citroen,C4,29.26025,90.625,101559,5.95,4286
1998.0,15011,petrol,81248,Jaguar,XE,65.56875,167.25,100318,8.0,4059
1650.2051279999998,26047,petrol,68717,Ford,Escort,16.20874359,63.56410256,98725,4.461538462,3961
2043.820513,16819,petrol,76321,Peugeot,406,28.60820513,92.82051282,97740,4.756410256000001,4600
1855.0,27624,diesel,64089,Ford,Galaxy,53.78571429,124.8571429,96843,6.0,5130
1718.5714289999999,42327,petrol,45052,Mazda,MX-5,37.46857143,103.42857140000001,93436,5.857142857,6057
2790.454545,13452,diesel,74860,Audi,A6,82.06090909,199.7272727,93351,7.727272727000001,5039
1470.909091,37911,petrol,48849,Ford,Fusion,19.37890909,61.27272727,90616,4.8636363639999995,3856
2095.1851850000003,16236,petrol,66897,Mazda,6,42.66935185,118.18518519999999,87078,5.907407407000001,3945
1615.3707869999998,25831,petrol,57322,Seat,Leon,32.93965169,114.8202247,86290,6.348314607000001,3137
1933.021739,17348,petrol,62306,Nissan,Primera,26.51269565,93.58695652,84359,4.02173913,4705
998.0,53336,petrol,24703,Peugeot,107,11.14333333,50.0,82040,5.0,4001
998.0,48990,petrol,29678,Kia,Picanto,16.59192308,52.84615385,81497,5.0,2829
1971.163636,14866,diesel,61857,Volvo,V70,50.96109091,135.2909091,81450,6.181818182000001,4727
1905.6315789999999,28920,petrol,45825,Mazda,3,30.99513158,101.8947368,78493,5.789473684,3748
1180.5454550000002,42104,petrol,30795,Suzuki,Swift,19.08518182,68.90909091,78439,3.727272727,5540
2011.5555559999998,32563,petrol,40801,Audi,TT,64.59222222,178.5555556,78379,6.777777778,5015
998.0,47185,petrol,24699,Toyota,Aygo,15.20916667,53.0,77529,5.0,5645
1186.333333,52629,diesel,19846,Fiat,500L,26.29166667,74.73333333,77223,5.6,4748
1348.285714,29959,diesel,40597,Nissan,Note,19.31857143,66.42857143,74188,5.0,3632
1928.714286,10529,petrol,59476,Rover,75,39.35238095,98.04761905,73118,5.0,3113
1820.65625,27929,diesel,40207,Nissan,Qashqai+2,34.93603125,97.71875,72281,5.25,4145
1095.777778,35967,petrol,30013,Fiat,Panda,10.42388889,52.44444444,69682,5.0,3702
1310.0,26197,petrol,38151,Suzuki,Vitara,26.803,85.71428571,68439,5.428571429,4091
1028.923077,41092,petrol,24156,Citroen,C1,13.48615385,52.38461538,68221,5.0,2973
1496.0,39688,petrol,24699,Mazda,2,21.6,64.625,67880,6.0,3493
1475.0,46960,petrol,15533,Volkswagen,Beetle,33.25025,112.75,67006,6.166666667,4513
2106.5,15269,petrol,47236,Volvo,S40,35.28132353,113.3529412,66234,5.176470588,3729
1482.5,25852,petrol,36477,Peugeot,308,32.33086957,103.1086957,65065,5.891304347999999,2736
1994.0,23756,petrol,38225,Rover,2000,17.182000000000002,74.0,64976,5.0,2995
998.0,36381,petrol,25660,Hyundai,I10,16.011,51.77777778,64070,5.0,2029
3041.0,17930,petrol,40410,Mercedes,CLK,72.79589474,166.3157895,62146,6.210526316,3806
1424.857143,32524,petrol,25686,Hyundai,Getz,13.63642857,69.0,60878,4.714285714,2668
1515.282051,21453,petrol,34755,Toyota,Auris,26.97346154,85.69230769,59486,3.076923077,3278
1528.807692,20863,diesel,34787,Volkswagen,Touran,32.98557692,94.03846154,59485,6.230769231,3835
2994.666667,13407,diesel,41172,BMW,X5,113.26933329999999,246.33333330000002,57576,8.0,2997
1774.8125,14365,diesel,40456,Nissan,X-Trail,47.361875,113.375,57366,3.75,2545
2178.1923079999997,9189,diesel,42954,Peugeot,407,38.72769231,114.6538462,54400,5.538461538,2257
1382.75,29287,petrol,21146,Citroen,C2,15.14,64.0,52717,5.0,2284
1452.0,14930,diesel,34090,Citroen,Berlingo,27.4386,85.28,51530,6.34,2510
998.0,20743,petrol,29006,Kia,Rio,22.95871429,80.0,51403,6.285714286,1654
1853.9,12066,petrol,35416,Rover,45,23.322,84.2,49607,3.75,2125
1374.046512,25240,petrol,21558,Mitsubishi,Colt,17.03876744,73.48837209,49517,5.302325581,2719
2876.0,13637,diesel,32941,Mercedes,ML,77.41666667,188.33333330000002,49441,7.0,2863
2934.631579,5719,petrol,40998,Jaguar,S-Type,66.58842105,172.3157895,48863,5.736842105,2146
2748.333333,23594,petrol,20611,Mercedes,SLK,61.86283333,184.16666669999998,47637,6.833333333,3432
1805.924528,7462,diesel,37520,Citroen,C5,34.9090566,104.2264151,46980,5.603773585,1998
1921.46789,12063,petrol,31231,Volvo,V40,35.81481651,117.43119270000001,45952,6.293577982,2658
996.0,22562,petrol,16313,Suzuki,Alto,9.5628,50.0,42174,4.6,3299
1891.5882350000002,9540,petrol,30549,Volkswagen,Bora,25.39952941,78.85294118,42156,4.647058824,2067
1757.6,7318,petrol,32656,Subaru,Impreza,30.5976,97.6,41609,1.8,1635
1448.6,14074,petrol,25178,Ford,C-MAX,32.1815,99.0,40735,6.0,1483
1683.607843,14506,petrol,23762,Mazda,323,17.34364706,70.92156863,40707,4.745098039,2439
1861.8333329999998,10614,petrol,27727,Toyota,Celica,31.5255,109.66666670000001,40475,5.166666667,2134
2031.469388,6590,petrol,31594,Saab,09-May,52.95719388,146.122449,40415,5.653061224,2231
1729.3333329999998,13756,petrol,24474,MG,ZR,21.02333333,92.33333333,39870,5.0,1640
2813.0,3061,petrol,33810,Jaguar,XJ,137.5695455,223.5454545,38503,8.0,1632
935.625,21583,petrol,14169,Ford,Puma,30.3775,94.0625,38147,6.3125,2395
1886.5555559999998,12803,diesel,23113,Ford,S-MAX,47.52333333,128.88888889999998,37501,6.0,1585
1460.7954550000002,12446,petrol,23853,Kia,Ceed,26.97522727,88.09090909,37382,5.8636363639999995,1083
2106.5,9807,petrol,24938,Volvo,V50,36.52419118,113.3529412,36828,5.176470588,2083
1479.0,13724,petrol,20648,Hyundai,Accent,14.293,75.4,36306,4.6,1934
1854.2,8493,diesel,24824,Volkswagen,Sharan,45.6995,114.0,36192,6.0,2875
1969.0,10610,petrol,22046,Volvo,XC90,85.82946154,213.15384619999998,35024,8.0,2368
1837.363636,12101,petrol,20372,Fiat,Stilo,22.77681818,92.36363636,34193,5.272727273,1720
2719.842105,10653,diesel,21536,Chrysler,Voyager,39.70773684,117.57894740000002,34047,4.8421052630000005,1858
3005.4,3323,petrol,28724,Porsche,911,158.7922667,293.53333330000004,33612,7.466666667,1565
1634.2,10846,diesel,20812,Kia,Sportage,43.97,115.3,32755,6.6,1097
1387.6216220000001,11217,petrol,20293,Hyundai,I30,28.60918919,100.5945946,32619,5.945945946,1109
1969.0,4891,petrol,25697,Volvo,S60,52.085,223.83333330000002,32325,8.0,1737
1052.272727,14284,petrol,15780,Hyundai,I20,21.846999999999998,70.72727273,31036,6.090909091,972
1090.4,14032,petrol,14245,Suzuki,Wagon,9.8628,50.0,30286,5.0,2009
1997.0,2735,diesel,26154,Jaguar,XF,78.74625,176.25,30004,8.0,1115
1298.666667,14348,petrol,13707,Renault,Modus,17.82333333,70.33333333,29639,4.666666667,1584
2396.4,11059,petrol,16516,BMW,X3,76.5922,184.0,29367,8.0,1792
2242.636364,8239,diesel,19758,Hyundai,Santa,44.14181818,144.63636359999998,29185,6.545454545,1188
1798.0,7808,petrol,19253,Renault,Espace,59.0,166.0,28714,7.0,1653
1372.666667,13453,petrol,13098,Suzuki,Jimny,25.94322222,67.0,28561,4.777777778,2010
850.2727273,17040,petrol,9861,Chevrolet,Matiz,9.492272727000001,40.81818182,28459,4.909090909,1558
592.5625,13142,automatic,13528,Smart,Fortwo,19.9680625,55.375,28150,2.8125,1480
1108.0,15703,petrol,10241,Fiat,Seicento,8.17,40.0,27501,5.0,1557
1545.4285710000001,11635,diesel,13983,Mercedes,B,41.38957143,105.7142857,27108,7.285714286,1490
3071.0,6226,petrol,18892,Porsche,Boxster,83.50125,213.5,26713,6.5,1595
2778.0,7843,petrol,16906,BMW,Z4,64.109625,202.125,26419,6.75,1670
2048.666667,6674,petrol,18492,Kia,Sorento,36.01325,151.66666669999998,25901,6.0,735
1981.818182,4730,petrol,19035,Audi,A5,59.43242424,150.4545455,24880,7.0,1115
1373.75,14725,petrol,8621,Volkswagen,Lupo,13.88308333,47.75,24780,4.75,1434
2222.7105260000003,2295,diesel,19215,Mercedes,Sprinter,43.06842105,104.20175440000001,23217,6.254385965,1707
1466.307692,8379,petrol,13667,Fiat,Bravo,22.455,92.30769231,23048,6.0,1002
1518.0,7826,petrol,13698,Skoda,Felicia,11.370625,48.0,22659,5.0,1135
1746.9444440000002,5834,petrol,15362,Seat,Alhambra,49.82277778,115.83333329999999,22542,6.0,1346
1802.774194,7426,petrol,13797,Alfa-Romeo,147,25.3433871,95.09677419,22520,5.193548387,1297
1197.0,10646,petrol,10219,Suzuki,Ignis,19.45142857,61.0,22500,3.571428571,1635
1794.0,7192,petrol,14042,Toyota,MR2,34.19,103.0,22398,6.0,1164
1774.7789469999998,8486,diesel,12941,Seat,Altea,27.13,96.05263158,22234,5.768421053,807
2081.375,3916,petrol,17099,Alfa-Romeo,156,32.898125,116.29166670000001,22116,5.333333333,1101
1391.023256,7452,diesel,13007,Renault,Kangoo,18.76848837,67.02325581,21751,4.860465116,1292
1663.9285710000001,8137,petrol,12313,Volkswagen,Tiguan,44.30857143,108.0,21465,6.714285714,1015
2093.0217390000003,8309,petrol,11417,Volvo,C30,32.489891300000004,113.28260870000001,20892,5.304347826,1166
1755.75,6124,petrol,13687,Kia,Carens,31.195,105.875,20600,6.0,789
1754.4,8600,petrol,10703,MG,TF,32.09,98.2,20412,4.0,1109
1791.2307690000002,4511,petrol,14492,Toyota,Carina,17.44569231,68.26923077,20142,4.692307692,1139
1986.766667,2562,diesel,16154,Volvo,S80,50.94,138.2833333,19822,6.266666667000001,1106
999.0,8943,petrol,8413,Nissan,Juke,28.23090909,86.0,19543,6.454545455,2187
2998.0,1676,petrol,16520,BMW,740i,115.53299999999999,250.0,19293,8.0,1097
1622.681818,7503,petrol,10718,Mazda,5,22.12540909,75.09090909,19180,5.5,959
2238.631579,7382,petrol,10649,Chrysler,PT,29.88478947,109.1052632,19169,4.736842105,1138
2239.666667,4924,petrol,12854,Toyota,Previa,43.08,105.0,19150,4.666666667,1372
1587.222222,3957,petrol,14187,Volkswagen,Jetta,31.30566667,96.92592593,18972,6.259259258999999,828
1773.7,4561,petrol,13285,Mitsubishi,Carisma,22.69,82.2,18781,4.8,935
1596.92,2321,petrol,15372,Mercedes,CLA,46.5274,131.6,18626,7.04,933
1308.285714,9802,petrol,7677,Toyota,Starlet,11.389000000000001,53.0,18544,4.1428571430000005,1065
1709.5384620000002,3832,petrol,13373,Mitsubishi,Lancer,23.01661538,90.88461538,17790,4.730769231,585
1534.392857,5065,diesel,11844,Peugeot,Partner,20.36464286,82.25,17751,5.857142857,842
1599.0,6643,petrol,10311,Hyundai,Matrix,18.512999999999998,76.0,17697,4.6,743
3999.0,1537,petrol,15097,BMW,M3,135.1055,309.0,17351,6.5,717
1336.666667,10314,petrol,6090,Volkswagen,Fox,12.49833333,48.66666667,17321,5.0,917
2234.4,6068,petrol,9996,BMW,Z3,39.7374,115.0,17192,4.6,1128
2967.0,4348,diesel,12072,Volkswagen,Touareg,94.098125,190.0,17188,8.0,768
1406.0,8291,petrol,7604,Audi,A2,23.0525,55.0,17147,5.0,1252
2084.3793100000003,3636,petrol,12113,Subaru,Legacy,37.52210345,107.37931029999999,16760,3.8965517239999996,1011
2697.368421,4084,diesel,11789,Nissan,Terrano,37.01736842,97.57894737,16636,4.736842105,763
1586.0,6943,petrol,8655,Suzuki,SX4,20.6695,88.0,16568,4.75,970
1523.741935,4124,diesel,11360,Fiat,Doblo,25.17006452,79.30645161,16293,5.516129032,809
2323.9375,4803,petrol,10445,Volvo,C70,52.19640625,126.5,16151,5.3125,903
6208.0,3217,petrol,11599,Mercedes,SLS,264.675,420.0,15720,7.0,904
1750.615385,4310,petrol,10668,Volkswagen,Scirocco,33.70615385,120.1538462,15667,6.153846154,689
1506.5,6572,petrol,8007,Daewoo,Lanos,13.24516667,66.66666667,15566,4.833333333,987
1740.0,8227,petrol,6117,Volkswagen,Eos,42.2862,113.8,15534,6.0,1190
868.3333332999998,6112,petrol,8759,Rover,Mini,7.92,33.33333333,15525,4.0,654
1430.75,5230,petrol,9467,Peugeot,205,13.11525,50.875,15409,4.75,712
2548.833333,1978,petrol,12842,MG,ZT,42.74666667,128.5,15325,5.0,505
958.6,8784,petrol,5560,Renault,Twingo,14.94,59.6,14869,5.2,525
1615.333333,5432,petrol,8497,Fiat,Brava,17.22277778,70.0,14762,4.8888888889999995,833
1377.566265,8058,petrol,6153,Audi,A1,27.08277108,86.63855422,14715,6.2289156629999995,504
1817.315789,5400,petrol,8494,Mitsubishi,Space,23.16515789,82.15789474,14656,3.947368421,762
1624.769231,4781,petrol,9276,Hyundai,Tucson,41.59161538,111.3076923,14593,6.461538462,536
1982.756098,2626,petrol,11176,Citroen,Xantia,24.84390244,84.92682927,14529,4.756097561,727
2208.090909,3396,petrol,10029,Saab,900,37.00904545,114.68181820000001,14422,4.590909091,997
2294.764706,2397,petrol,11212,Volvo,850,36.38445588,125.70588240000001,14315,4.5,706
1353.363636,7014,petrol,6368,Chevrolet,Kalos,14.22409091,64.45454545,14123,4.727272727,741
1183.25,7569,petrol,5741,Daihatsu,Sirion,14.333375,59.875,14076,4.5625,766
2976.333333,3350,diesel,9867,Audi,Q7,106.5488889,210.0,13984,8.0,767
1384.0,7991,petrol,5212,Seat,Arosa,13.70454545,47.45454545,13876,4.818181818,673
1597.0,10775,petrol,2064,Ford,Streetka,26.0,70.0,13693,5.0,854
1950.90625,2979,petrol,9879,Mazda,626,20.7195,81.375,13605,4.71875,747
1753.0,4962,petrol,7732,Fiat,Multipla,25.2075,80.5,13584,5.0,890
1592.0,1598,petrol,11415,Skoda,Superb,39.725,110.0,13516,6.8,503
1703.1538460000002,3903,petrol,8469,Citroen,ZX,16.05676923,67.0,13028,4.923076923,656
1498.0,5204,petrol,6944,Honda,HR-V,32.723,96.0,12929,3.6,781
1914.714286,5148,petrol,7025,Honda,FR-V,33.12857143,103.0,12922,5.285714286,749
2316.0,2283,petrol,9881,Volvo,940,30.236875,110.0,12816,4.5,652
1152.888889,6444,petrol,5053,Toyota,IQ,17.31777778,58.44444444,12442,3.666666667,945
1612.9285710000001,3742,petrol,7931,Chevrolet,Lacetti,18.76285714,80.42857143,12266,4.714285714,593
2304.97561,2232,diesel,9255,Land-Rover,Defender,108.74719509999998,207.6097561,12131,7.853658537,644
1495.0,5868,petrol,5549,Daihatsu,Terios,26.19775,77.0,12067,4.625,650
2174.037037,2501,diesel,8322,Volvo,XC70,58.46907407,148.5185185,11583,6.444444444,760
679.0,5513,petrol,5033,Smart,City-coupe,13.2053,35.8,11264,6.0,718
2048.538462,3798,diesel,6893,Audi,Q5,64.50769231,144.23076919999997,11260,6.846153846,569
1410.357143,5117,petrol,5514,Citroen,DS3,23.35964286,81.28571429,10968,5.25,337
2313.666667,5075,petrol,5313,Mercedes,CLC,42.5595,131.6666667,10964,6.166666667,576
3295.0,2664,petrol,7651,Porsche,Cayenne,158.976,326.0,10894,8.0,579
1272.4375,3812,petrol,6352,Skoda,Roomster,20.9225,68.875,10689,5.375,525
2979.0,1471,petrol,8577,BMW,640i,114.87583329999998,235.0,10557,8.0,509
2085.055556,3176,petrol,6877,Mitsubishi,Outlander,37.44666667,120.33333329999999,10539,2.611111111,486
1330.4,4844,petrol,5039,Chevrolet,Aveo,18.615,69.6,10358,5.2,475
1863.1333329999998,3726,diesel,5866,BMW,X1,51.44133333,123.93333329999999,10264,7.2,672
996.0,5997,petrol,3826,Nissan,Pixo,9.465666667,50.0,10253,4.666666667,430
1523.333333,3721,petrol,5907,Suzuki,Liana,18.88233333,74.0,10248,4.666666667,620
1352.576923,3245,petrol,6584,Peugeot,3008,40.98307692,114.2692308,10196,7.307692307999999,367
1324.357143,2250,petrol,7220,Seat,Toledo,20.37,74.21428571,9917,5.642857143,447
2981.0,714,petrol,8240,Audi,A8,116.545,230.0,9478,8.0,524
1773.0,1640,petrol,7292,Peugeot,405,20.43008333,69.875,9296,4.791666667,364
2284.1333329999998,1655,petrol,7102,Mercedes,190,36.64326667,88.73333333,9255,4.466666667,498
2972.3076920000003,1564,petrol,7137,Mercedes,300,62.39565385,135.5,9196,4.384615385,495
5000.0,921,petrol,7616,Jaguar,XKR,171.1333333,375.0,8963,6.0,426
2027.8333329999998,2885,petrol,5418,Citroen,C8,45.59125,104.16666670000001,8747,5.25,444
2053.0,2685,diesel,5450,Peugeot,807,45.76307692,109.07692309999999,8627,5.307692308,492
2526.5,1801,petrol,5963,Ford,Maverick,29.151,89.0,8122,5.0,358
1242.0,3463,petrol,4230,Citroen,AX,10.83275,45.0,8104,5.0,411
2588.6,1995,diesel,5750,Nissan,Pathfinder,60.9552,146.0,8045,5.5,300
1144.8,3963,petrol,3488,Suzuki,Splash,13.1466,55.4,7917,4.8,466
1926.0,2638,diesel,5023,Hyundai,Ix35,38.9,113.84,7860,5.84,199
1428.4,3714,petrol,3637,Mazda,Demio,14.7754,51.4,7828,4.8,477
2362.0,1640,petrol,5803,Ford,Cougar,32.11766667,115.33333329999999,7817,4.666666667,374
2117.6,2439,petrol,4946,Hyundai,Trajet,30.351999999999997,99.0,7808,4.4,423
5577.8,858,petrol,6557,Bentley,Continental,285.247,428.2,7787,7.2,372
1938.0,2539,petrol,4770,Mazda,Premacy,23.22409091,82.0,7733,4.909090909,424
1984.0,1261,petrol,6072,Audi,S3,60.87,228.0,7628,6.75,295
1452.3,2171,petrol,5122,Skoda,Yeti,30.351,83.5,7586,6.3,293
4123.5,767,petrol,6356,Chrysler,300C,70.31925,199.0,7359,4.5,236
1407.333333,3482,petrol,3256,Peugeot,1007,18.657,59.58333333,7130,5.0,392
1997.0,1440,petrol,5213,Honda,S2000,55.25,177.0,7005,6.0,352
2276.0,894,diesel,5767,Alfa-Romeo,159,43.26150943,135.37735849999999,7002,5.905660377,341
